GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AHF001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006
"G4201290","1860","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",53736,0,53304,432,0,0,,
"G4201310","1860","Pennsylvania","420","Wyoming","1310","Wyoming","14","1310",12540,0,12535,5,0,0,,
"G4201330","1860","Pennsylvania","420","York","1330","York","14","1330",68200,8605,66834,1366,0,0,,
"G4400010","1860","Rhode Island","440","Bristol","0010","Bristol","5","10",8907,5271,8599,308,0,0,,
"G4400030","1860","Rhode Island","440","Kent","0030","Kent","5","30",17303,8916,17038,259,0,6,,
"G4400050","1860","Rhode Island","440","Newport","0050","Newport","5","50",21896,13885,21074,822,0,0,,
"G4400070","1860","Rhode Island","440","Providence","0070","Providence","5","70",107799,82463,105821,1977,0,1,,
"G4400090","1860","Rhode Island","440","Washington","0090","Washington","5","90",18715,0,18117,586,0,12,,
"G4500010","1860","South Carolina","450","Abbeville","0010","Abbeville","48","10",32385,0,11516,367,20502,0,,
"G4500070","1860","South Carolina","450","Anderson","0070","Anderson","48","70",22873,0,14286,162,8425,0,,
"G4500110","1860","South Carolina","450","Barnwell","0110","Barnwell","48","110",30743,0,12702,640,17401,0,,
"G4500130","1860","South Carolina","450","Beaufort","0130","Beaufort","48","130",40053,0,6714,809,32530,0,,
"G4500190","1860","South Carolina","450","Charleston","0190","Charleston","48","190",70100,40522,29136,3622,37290,52,,
"G4500230","1860","South Carolina","450","Chester","0230","Chester","48","230",18122,0,7096,156,10868,2,,
"G4500250","1860","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",11834,0,7354,132,4348,0,,
"G4500270","1860","South Carolina","450","Clarendon","0270","Clarendon","48","270",13095,0,4378,151,8566,0,,
"G4500290","1860","South Carolina","450","Colleton","0290","Colleton","48","290",41916,0,9255,354,32307,0,,
"G4500310","1860","South Carolina","450","Darlington","0310","Darlington","48","310",20361,0,8421,52,11877,11,,
"G4500370","1860","South Carolina","450","Edgefield","0370","Edgefield","48","370",39887,0,15653,173,24060,1,,
"G4500390","1860","South Carolina","450","Fairfield","0390","Fairfield","48","390",22111,0,6373,204,15534,0,,
"G4500430","1860","South Carolina","450","Georgetown","0430","Georgetown","48","430",21305,0,3013,183,18109,0,,
"G4500450","1860","South Carolina","450","Greenville","0450","Greenville","48","450",21892,0,14631,212,7049,0,,
"G4500510","1860","South Carolina","450","Horry","0510","Horry","48","510",7962,0,5564,39,2359,0,,
"G4500550","1860","South Carolina","450","Kershaw","0550","Kershaw","48","550",13086,0,5026,197,7841,22,,
"G4500570","1860","South Carolina","450","Lancaster","0570","Lancaster","48","570",11797,0,6054,93,5650,0,,
"G4500590","1860","South Carolina","450","Laurens","0590","Laurens","48","590",23858,0,10529,129,13200,0,,
"G4500630","1860","South Carolina","450","Lexington","0630","Lexington","48","630",15579,0,9333,44,6202,0,,
"G4500670","1860","South Carolina","450","Marion","0670","Marion","48","670",21190,0,11007,232,9951,0,,
"G4500690","1860","South Carolina","450","Marlboro","0690","Marlboro","48","690",12434,0,5373,168,6893,0,,
"G4500710","1860","South Carolina","450","Newberry","0710","Newberry","48","710",20879,0,7000,184,13695,0,,
"G4500750","1860","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",24896,0,8108,205,16583,0,,
"G4500770","1860","South Carolina","450","Pickens","0770","Pickens","48","770",19639,0,15335,109,4195,0,,
"G4500790","1860","South Carolina","450","Richland","0790","Richland","48","790",18307,8052,6863,439,11005,0,,
"G4500830","1860","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",26919,0,18537,142,8240,0,,
"G4500850","1860","South Carolina","450","Sumter","0850","Sumter","48","850",23859,0,6857,320,16682,0,,
"G4500870","1860","South Carolina","450","Union","0870","Union","48","870",19635,0,8670,164,10801,0,,
"G4500890","1860","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",15489,0,5187,43,10259,0,,
"G4500910","1860","South Carolina","450","York","0910","York","48","910",21502,0,11329,189,9984,0,,
"G4700010","1860","Tennessee","470","Anderson","0010","Anderson","54","10",7068,0,6477,8,583,0,,
"G4700030","1860","Tennessee","470","Bedford","0030","Bedford","54","30",21584,0,14788,52,6744,0,,
"G4700050","1860","Tennessee","470","Benton","0050","Benton","54","50",8463,0,7918,11,534,0,,
"G4700070","1860","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",4459,0,3643,127,689,0,,
"G4700090","1860","Tennessee","470","Blount","0090","Blount","54","90",13270,0,11711,196,1363,0,,
"G4700110","1860","Tennessee","470","Bradley","0110","Bradley","54","110",11701,0,10470,58,1173,0,,
"G4700130","1860","Tennessee","470","Campbell","0130","Campbell","54","130",6712,0,6281,65,366,0,,
"G4700150","1860","Tennessee","470","Cannon","0150","Cannon","54","150",9509,0,8530,5,974,0,,
"G4700170","1860","Tennessee","470","Carroll","0170","Carroll","54","170",17437,0,13339,34,4064,0,,
"G4700190","1860","Tennessee","470","Carter","0190","Carter","54","190",7124,0,6727,22,374,1,,
"G4700210","1860","Tennessee","470","Cheatham","0210","Cheatham","54","210",7258,0,5376,0,1882,0,,
"G4700250","1860","Tennessee","470","Claiborne","0250","Claiborne","54","250",9643,0,8724,176,743,0,,
"G4700290","1860","Tennessee","470","Cocke","0290","Cocke","54","290",10408,0,9482,77,849,0,,
"G4700310","1860","Tennessee","470","Coffee","0310","Coffee","54","310",9689,0,8150,10,1529,0,,
"G4700350","1860","Tennessee","470","Cumberland","0350","Cumberland","54","350",3460,0,3321,18,121,0,,
"G4700370","1860","Tennessee","470","Davidson","0370","Davidson","54","370",47055,16988,31056,1209,14790,0,,
"G4700390","1860","Tennessee","470","Decatur","0390","Decatur","54","390",6276,0,5477,15,784,0,,
"G4700410","1860","Tennessee","470","DeKalb","0410","De Kalb","54","410",10573,0,9533,15,1025,0,,
"G4700430","1860","Tennessee","470","Dickson","0430","Dickson","54","430",9982,0,7774,7,2201,0,,
"G4700450","1860","Tennessee","470","Dyer","0450","Dyer","54","450",10536,0,7889,6,2641,0,,
"G4700470","1860","Tennessee","470","Fayette","0470","Fayette","54","470",24327,0,8826,28,15473,0,,
"G4700490","1860","Tennessee","470","Fentress","0490","Fentress","54","490",5054,0,4865,2,187,0,,
"G4700510","1860","Tennessee","470","Franklin","0510","Franklin","54","510",13848,0,10249,48,3551,0,,
"G4700530","1860","Tennessee","470","Gibson","0530","Gibson","54","530",21777,0,15545,91,6141,0,,
"G4700550","1860","Tennessee","470","Giles","0550","Giles","54","550",26166,0,15295,23,10848,0,,
"G4700570","1860","Tennessee","470","Grainger","0570","Grainger","54","570",10962,0,9727,170,1065,0,,
"G4700590","1860","Tennessee","470","Greene","0590","Greene","54","590",19004,0,17485,222,1297,0,,
"G4700610","1860","Tennessee","470","Grundy","0610","Grundy","54","610",3093,0,2813,14,266,0,,
"G4700650","1860","Tennessee","470","Hamilton","0650","Hamilton","54","650",13258,0,11641,192,1419,6,,
"G4700670","1860","Tennessee","470","Hancock","0670","Hancock","54","670",7020,0,6706,68,246,0,,
"G4700690","1860","Tennessee","470","Hardeman","0690","Hardeman","54","690",17769,0,10505,28,7236,0,,
"G4700710","1860","Tennessee","470","Hardin","0710","Hardin","54","710",11214,0,9554,37,1623,0,,
"G4700730","1860","Tennessee","470","Hawkins","0730","Hawkins","54","730",16162,0,14032,194,1925,11,,
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood","54","750",19232,0,8165,41,11026,0,,
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson","54","770",14491,0,11189,19,3283,0,,
"G4700790","1860","Tennessee","470","Henry","0790","Henry","54","790",19133,0,13592,11,5530,0,,
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman","54","810",9312,0,7532,27,1753,0,,
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys","54","850",9096,0,7619,14,1463,0,,
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson","54","870",11725,0,10467,46,1212,0,,
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson","54","890",16043,0,13777,170,2096,0,,
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson","54","910",5018,0,4757,28,233,0,,
"G4700930","1860","Tennessee","470","Knox","0930","Knox","54","930",22813,0,20020,423,2370,0,,
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",7559,0,4684,21,2854,0,,
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence","54","990",9320,0,8136,24,1160,0,,
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis","54","1010",2241,0,1992,2,247,0,,
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln","54","1030",22828,0,15926,55,6847,0,,
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn","54","1070",13555,0,11547,96,1909,3,,
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy","54","1090",14732,0,12810,22,1900,0,,
"G4701110","1860","Tennessee","470","Macon","1110","Macon","54","1110",7290,0,6244,117,929,0,,
"G4701130","1860","Tennessee","470","Madison","1130","Madison","54","1130",21535,0,11440,83,10012,0,,
"G4701150","1860","Tennessee","470","Marion","1150","Marion","54","1150",6190,0,5487,25,678,0,,
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall","54","1170",14592,0,10064,48,4480,0,,
"G4701190","1860","Tennessee","470","Maury","1190","Maury","54","1190",32498,4069,17701,143,14654,0,,
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs","54","1210",4667,0,4021,7,638,1,,
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe","54","1230",12607,0,10899,108,1600,0,,
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery","54","1250",20895,0,11235,106,9554,0,,
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan","54","1290",3353,0,3192,41,120,0,,
"G4701310","1860","Tennessee","470","Obion","1310","Obion","54","1310",12817,0,10380,38,2399,0,,
"G4701330","1860","Tennessee","470","Overton","1330","Overton","54","1330",12637,0,11452,98,1087,0,,
"G4701350","1860","Tennessee","470","Perry","1350","Perry","54","1350",6042,0,5486,8,548,0,,
"G4701390","1860","Tennessee","470","Polk","1390","Polk","54","1390",8726,0,8228,31,434,33,,
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam","54","1410",8558,0,7840,36,682,0,,
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea","54","1430",4991,0,4346,30,615,0,,
"G4701450","1860","Tennessee","470","Roane","1450","Roane","54","1450",13583,0,11730,105,1748,0,,
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson","54","1470",15265,0,10375,29,4861,0,,
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford","54","1490",27918,2861,14743,190,12984,1,,
"G4701510","1860","Tennessee","470","Scott","1510","Scott","54","1510",3519,0,3446,14,59,0,,
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",2120,0,1918,1,201,0,,
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier","54","1550",9122,0,8520,64,538,0,,
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby","54","1570",48092,22623,30861,276,16953,2,,
"G4701590","1860","Tennessee","470","Smith","1590","Smith","54","1590",16357,0,12015,114,4228,0,,
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart","54","1610",9896,0,7404,76,2415,1,,
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan","54","1630",13552,0,12309,169,1074,0,,
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner","54","1650",22030,0,14227,103,7700,0,,
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton","54","1670",10705,0,5408,9,5288,0,,
"G4701730","1860","Tennessee","470","Union","1730","Union","54","1730",6117,0,5853,82,182,0,,
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2581,0,2334,8,239,0,,
"G4701770","1860","Tennessee","470","Warren","1770","Warren","54","1770",11147,0,8760,66,2320,1,,
"G4701790","1860","Tennessee","470","Washington","1790","Washington","54","1790",14829,0,13580,297,952,0,,
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne","54","1810",9115,0,7841,5,1269,0,,
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley","54","1830",18216,0,13985,18,4213,0,,
"G4701850","1860","Tennessee","470","White","1850","White","54","1850",9381,0,8074,162,1145,0,,
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson","54","1870",23827,0,11415,45,12367,0,,
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson","54","1890",26072,0,17787,321,7964,0,,
"G4800010","1860","Texas","480","Anderson","0010","Anderson","49","10",10398,0,6730,0,3668,0,,
"G4800050","1860","Texas","480","Angelina","0050","Angelina","49","50",4271,0,3575,10,686,0,,
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa","49","130",1578,0,1471,0,107,0,,
"G4800150","1860","Texas","480","Austin","0150","Austin","49","150",10139,0,6225,0,3914,0,,
"G4800190","1860","Texas","480","Bandera","0190","Bandera","49","190",399,0,387,0,12,0,,
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop","49","210",7006,0,4415,0,2591,0,,
"G4800230","1860","Texas","480","Baylor","0230","Baylor","49","230",,,,,,,,
"G4800250","1860","Texas","480","Bee","0250","Bee","49","250",910,0,802,0,79,29,,
"G4800270","1860","Texas","480","Bell","0270","Bell","49","270",4799,0,3794,0,1005,0,,
"G4800290","1860","Texas","480","Bexar","0290","Bexar","49","290",14454,8235,13057,2,1395,0,,
"G4800310","1860","Texas","480","Blanco","0310","Blanco","49","310",1281,0,1183,0,98,0,,
"G4800350","1860","Texas","480","Bosque","0350","Bosque","49","350",2005,0,1712,0,293,0,,
"G4800370","1860","Texas","480","Bowie","0370","Bowie","49","370",5052,0,2401,0,2651,0,,
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria","49","390",6823,0,2027,6,5110,0,,
"G4800410","1860","Texas","480","Brazos","0410","Brazos","49","410",3096,0,1713,0,1063,0,,
"G4800490","1860","Texas","480","Brown","0490","Brown","49","490",244,0,244,0,0,0,,
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan","49","4290",230,0,198,0,32,0,,
"G4800510","1860","Texas","480","Burleson","0510","Burleson","49","510",5683,0,3679,0,2003,1,,
"G4800530","1860","Texas","480","Burnet","0530","Burnet","49","530",2487,0,2252,0,235,0,,
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell","49","550",4481,0,2870,1,1610,0,,
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun","49","570",2642,0,2228,0,414,0,,
"G4800590","1860","Texas","480","Callahan","0590","Callahan","49","590",,,,,,,,
"G4800610","1860","Texas","480","Cameron","0610","Cameron","49","610",6028,2734,5953,66,7,2,,
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)","49","670",8411,0,4936,0,3475,0,,
"G4800710","1860","Texas","480","Chambers","0710","Chambers","49","710",1508,0,995,0,513,0,,
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee","49","730",12098,0,8849,3,3246,0,,
"G4800770","1860","Texas","480","Clay","0770","Clay","49","770",109,0,107,2,0,0,,
"G4800830","1860","Texas","480","Coleman","0830","Coleman","49","830",,,,,,,,
"G4800850","1860","Texas","480","Collin","0850","Collin","49","850",9264,0,8217,0,1047,0,,
"G4800890","1860","Texas","480","Colorado","0890","Colorado","49","890",7885,0,4326,0,3559,0,,
"G4800910","1860","Texas","480","Comal","0910","Comal","49","910",4030,0,3837,0,193,0,,
"G4800930","1860","Texas","480","Comanche","0930","Comanche","49","930",709,0,648,0,61,0,,
"G4800950","1860","Texas","480","Concho","0950","Concho","49","950",,,,,,,,
"G4800970","1860","Texas","480","Cooke","0970","Cooke","49","970",3760,0,3391,0,369,0,,
"G4800990","1860","Texas","480","Coryell","0990","Coryell","49","990",2666,0,2360,0,306,0,,
"G4801130","1860","Texas","480","Dallas","1130","Dallas","49","1130",8665,0,7591,0,1074,0,,
"G4801155","1860","Texas","480","Dawson","1155","Dawson","49","1135",281,0,281,0,0,0,,
"G4801210","1860","Texas","480","Denton","1210","Denton","49","1210",5031,0,4780,0,251,0,,
"G4801230","1860","Texas","480","DeWitt","1230","De Witt","49","1230",5108,0,3465,0,1643,0,,
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit","49","1270",,,,,,,,
"G4801310","1860","Texas","480","Duval","1310","Duval","49","1310",,,,,,,,
"G4801330","1860","Texas","480","Eastland","1330","Eastland","49","1330",99,0,99,0,0,0,,
"G4801370","1860","Texas","480","Edwards","1370","Edwards","49","1370",,,,,,,,
"G4801390","1860","Texas","480","Ellis","1390","Ellis","49","1390",5246,0,4136,0,1104,6,,
"G4801410","1860","Texas","480","El Paso","1410","El Paso","49","1410",4051,0,3826,14,15,196,,
"G4801415","1860","Texas","480","Encinal","1415","Encinal","49","1415",43,0,43,0,0,0,,
"G4801430","1860","Texas","480","Erath","1430","Erath","49","1430",2425,0,2307,0,118,0,,
"G4801450","1860","Texas","480","Falls","1450","Falls","49","1450",3614,0,1895,2,1716,1,,
"G4801470","1860","Texas","480","Fannin","1470","Fannin","49","1470",9217,0,7496,0,1721,0,,
"G4801490","1860","Texas","480","Fayette","1490","Fayette","49","1490",11604,0,7808,10,3786,0,,
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend","49","1570",6143,0,2007,9,4127,0,,
"G4801610","1860","Texas","480","Freestone","1610","Freestone","49","1610",6881,0,3268,0,3613,0,,
"G4801630","1860","Texas","480","Frio","1630","Frio","49","1630",42,0,40,0,2,0,,
"G4801670","1860","Texas","480","Galveston","1670","Galveston","49","1670",8229,7307,6707,2,1520,0,,
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie","49","1710",2736,0,2703,0,33,0,,
"G4801750","1860","Texas","480","Goliad","1750","Goliad","49","1750",3384,0,2541,0,843,0,,
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales","49","1770",8059,0,4891,0,3168,0,,
"G4801810","1860","Texas","480","Grayson","1810","Grayson","49","1810",8184,0,6892,0,1292,0,,
"G4801850","1860","Texas","480","Grimes","1850","Grimes","49","1850",10307,0,4832,1,5468,6,,
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe","49","1870",5444,0,3689,7,1748,0,,
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton","49","1930",489,0,463,0,26,0,,
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman","49","1970",,,,,,,,
"G4801990","1860","Texas","480","Hardin","1990","Hardin","49","1990",1353,0,1162,0,191,0,,
"G4802010","1860","Texas","480","Harris","2010","Harris","49","2010",9070,4845,7008,9,2053,0,,
"G4802030","1860","Texas","480","Harrison","2030","Harrison","49","2030",15001,0,6217,0,8784,0,,
"G4802070","1860","Texas","480","Haskell","2070","Haskell","49","2070",,,,,,,,
"G4802090","1860","Texas","480","Hays","2090","Hays","49","2090",2126,0,1329,0,797,0,,
"G4802130","1860","Texas","480","Henderson","2130","Henderson","49","2130",4595,0,3478,1,1116,0,,
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo","49","2150",1192,0,1155,34,1,2,,
"G4802170","1860","Texas","480","Hill","2170","Hill","49","2170",3653,0,3003,0,650,0,,
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins","49","2230",7745,0,6749,0,990,6,,
"G4802250","1860","Texas","480","Houston","2250","Houston","49","2250",8058,0,5239,0,2819,0,,
"G4802310","1860","Texas","480","Hunt","2310","Hunt","49","2310",6630,0,6053,0,577,0,,
"G4802370","1860","Texas","480","Jack","2370","Jack","49","2370",1000,0,950,0,50,0,,
"G4802390","1860","Texas","480","Jackson","2390","Jackson","49","2390",2612,0,1396,22,1194,0,,
"G4802410","1860","Texas","480","Jasper","2410","Jasper","49","2410",4037,0,2426,0,1611,0,,
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson","49","2450",1995,0,1684,2,309,0,,
"G4802510","1860","Texas","480","Johnson","2510","Johnson","49","2510",4305,0,3792,0,513,0,,
"G4802530","1860","Texas","480","Jones","2530","Jones","49","2530",,,,,,,,
"G4802550","1860","Texas","480","Karnes","2550","Karnes","49","2550",2171,0,1844,0,327,0,,
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman","49","2570",3936,0,3403,0,533,0,,
"G4802650","1860","Texas","480","Kerr","2650","Kerr","49","2650",634,0,585,0,49,0,,
"G4802670","1860","Texas","480","Kimble","2670","Kimble","49","2670",,,,,,,,
"G4802710","1860","Texas","480","Kinney","2710","Kinney","49","2710",61,0,46,15,0,0,,
"G4802750","1860","Texas","480","Knox","2750","Knox","49","2750",,,,,,,,
"G4802770","1860","Texas","480","Lamar","2770","Lamar","49","2770",10136,0,7294,9,2833,0,,
"G4802810","1860","Texas","480","Lampasas","2810","Lampasas","49","2810",1028,0,874,1,153,0,,
"G4802830","1860","Texas","480","La Salle","2830","La Salle","49","2830",,,,,,,,
"G4802850","1860","Texas","480","Lavaca","2850","Lavaca","49","2850",5945,0,4238,0,1707,0,,
"G4802890","1860","Texas","480","Leon","2890","Leon","49","2890",6781,0,4161,0,2620,0,,
"G4802910","1860","Texas","480","Liberty","2910","Liberty","49","2910",3189,0,2102,8,1079,0,,
"G4802930","1860","Texas","480","Limestone","2930","Limestone","49","2930",4537,0,3464,1,1072,0,,
"G4802970","1860","Texas","480","Live Oak","2970","Live Oak","49","2970",593,0,508,0,85,0,,
"G4802990","1860","Texas","480","Llano","2990","Llano","49","2990",1101,0,1047,0,54,0,,
"G4803070","1860","Texas","480","McCulloch","3070","Mcculloch","49","3070",,,,,,,,
"G4803090","1860","Texas","480","McLennan","3090","Mclennan","49","3090",6206,0,3799,9,2395,3,,
"G4803110","1860","Texas","480","McMullen","3110","Mcmullen","49","3110",,,,,,,,
"G4803130","1860","Texas","480","Madison","3130","Madison","49","3130",2238,0,1563,0,675,0,,
"G4803150","1860","Texas","480","Marion","3150","Marion","49","3150",3977,0,1960,0,2017,0,,
"G4803190","1860","Texas","480","Mason","3190","Mason","49","3190",630,0,606,6,18,0,,
"G4803210","1860","Texas","480","Matagorda","3210","Matagorda","49","3210",3454,0,1347,0,2107,0,,
"G4803230","1860","Texas","480","Maverick","3230","Maverick","49","3230",726,0,704,21,1,0,,
"G4803250","1860","Texas","480","Medina","3250","Medina","49","3250",1838,0,1732,0,106,0,,
"G4803275","1860","Texas","480","Menora","3275","Menora","49","3275",,,,,,,,
"G4803310","1860","Texas","480","Milam","3310","Milam","49","3310",5175,0,3632,1,1542,0,,
"G4803370","1860","Texas","480","Montague","3370","Montague","49","3370",849,0,814,0,35,0,,
"G4803390","1860","Texas","480","Montgomery","3390","Montgomery","49","3390",5479,0,2668,0,2811,0,,
"G4803470","1860","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",8292,0,5930,3,2359,0,,
"G4803490","1860","Texas","480","Navarro","3490","Navarro","49","3490",5996,0,4105,1,1890,0,,
"G4803510","1860","Texas","480","Newton","3510","Newton","49","3510",3119,0,2106,0,1013,0,,
"G4803550","1860","Texas","480","Nueces","3550","Nueces","49","3550",2906,0,2689,1,216,0,,
"G4803610","1860","Texas","480","Orange","3610","Orange","49","3610",1916,0,1495,29,392,0,,
"G4803630","1860","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",1524,0,1394,0,130,0,,
"G4803650","1860","Texas","480","Panola","3650","Panola","49","3650",8475,0,5417,0,3058,0,,
"G4803670","1860","Texas","480","Parker","3670","Parker","49","3670",4213,0,3991,0,222,0,,
"G4803730","1860","Texas","480","Polk","3730","Polk","49","3730",8300,0,4098,4,4198,0,,
"G4803770","1860","Texas","480","Presidio","3770","Presidio","49","3770",580,0,574,2,4,0,,
"G4803870","1860","Texas","480","Red River","3870","Red River","49","3870",8535,0,5491,5,3039,0,,
"G4803910","1860","Texas","480","Refugio","3910","Refugio","49","3910",1600,0,1212,6,234,148,,
"G4803950","1860","Texas","480","Robertson","3950","Robertson","49","3950",4997,0,2739,0,2258,0,,
"G4803990","1860","Texas","480","Runnels","3990","Runnels","49","3990",,,,,,,,
"G4804010","1860","Texas","480","Rusk","4010","Rusk","49","4010",15803,0,9670,1,6132,0,,
"G4804030","1860","Texas","480","Sabine","4030","Sabine","49","4030",2750,0,1600,0,1150,0,,
"G4804050","1860","Texas","480","San Augustine","4050","San Augustine","49","4050",4094,0,2377,0,1717,0,,
"G4804090","1860","Texas","480","San Patricio","4090","San Patricio","49","4090",620,0,525,0,95,0,,
"G4804110","1860","Texas","480","San Saba","4110","San Saba","49","4110",913,0,824,0,89,0,,
"G4804170","1860","Texas","480","Shackelford","4170","Shackelford","49","4170",44,0,35,0,9,0,,
"G4804190","1860","Texas","480","Shelby","4190","Shelby","49","4190",5362,0,3885,1,1476,0,,
"G4804230","1860","Texas","480","Smith","4230","Smith","49","4230",13392,0,8408,2,4982,0,,
"G4804270","1860","Texas","480","Starr","4270","Starr","49","4270",2406,0,2396,4,6,0,,
"G4804390","1860","Texas","480","Tarrant","4390","Tarrant","49","4390",6020,0,5170,0,850,0,,
"G4804410","1860","Texas","480","Taylor","4410","Taylor","49","4410",,,,,,,,
"G4804470","1860","Texas","480","Throckmorton","4470","Throckmorton","49","4470",124,0,124,0,0,0,,
"G4804490","1860","Texas","480","Titus","4490","Titus","49","4490",9648,0,7209,1,2438,0,,
"G4804530","1860","Texas","480","Travis","4530","Travis","49","4530",8080,3494,4931,13,3136,0,,
"G4804550","1860","Texas","480","Trinity","4550","Trinity","49","4550",4392,0,3432,1,959,0,,
"G4804570","1860","Texas","480","Tyler","4570","Tyler","49","4570",4525,0,3377,0,1148,0,,
"G4804590","1860","Texas","480","Upshur","4590","Upshur","49","4590",10645,0,6851,0,3794,0,,
"G4804630","1860","Texas","480","Uvalde","4630","Uvalde","49","4630",506,0,479,0,27,0,,
"G4804670","1860","Texas","480","Van Zandt","4670","Van Zandt","49","4670",3777,0,3453,2,322,0,,
"G4804690","1860","Texas","480","Victoria","4690","Victoria","49","4690",4171,0,2757,1,1413,0,,
"G4804710","1860","Texas","480","Walker","4710","Walker","49","4710",8191,0,4056,0,4135,0,,
"G4804770","1860","Texas","480","Washington","4770","Washington","49","4770",15215,0,7268,3,7941,3,,
"G4804790","1860","Texas","480","Webb","4790","Webb","49","4790",1397,0,1397,0,0,0,,
"G4804810","1860","Texas","480","Wharton","4810","Wharton","49","4810",3380,0,646,0,2734,0,,
"G4804910","1860","Texas","480","Williamson","4910","Williamson","49","4910",4529,0,3638,0,891,0,,
"G4804970","1860","Texas","480","Wise","4970","Wise","49","4970",3160,0,3031,1,128,0,,
"G4804990","1860","Texas","480","Wood","4990","Wood","49","4990",4968,0,3963,0,1005,0,,
"G4805030","1860","Texas","480","Young","5030","Young","49","5030",592,0,500,0,92,0,,
"G4805050","1860","Texas","480","Zapata","5050","Zapata","49","5050",1248,0,1248,0,0,0,,
"G4805070","1860","Texas","480","Zavala","5070","Zavala","49","5070",26,0,26,0,0,0,,
"G4950015","1860","Utah Territory","495","Beaver","0015","Beaver","67","10",785,0,785,0,0,0,,
"G4950035","1860","Utah Territory","495","Box Elder","0035","Box Elder","67","30",1608,0,1608,0,0,0,,
"G4950055","1860","Utah Territory","495","Cache","0055","Cache","67","50",2605,0,2601,0,0,4,,
"G4950075","1860","Utah Territory","495","Carson","0075","Carson","65","5",6712,0,6667,45,0,0,,
"G4950095","1860","Utah Territory","495","Cedar","0095","Cedar","67","75",741,0,741,0,0,0,,
"G4950115","1860","Utah Territory","495","Davis","0115","Davis","67","110",2904,0,2886,0,10,8,,
"G4950135","1860","Utah Territory","495","Deseret","0135","Deseret","67","112",,,,,,,,
"G4950215","1860","Utah Territory","495","Greasewood","0215","Greasewood","67","114",,,,,,,,
