GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002
"G2200070","1850","Louisiana","220","Assumption","0070","Assumption","45","70",31361,91525,5632580,367745
"G2200090","1850","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",33898,99449,1109840,299399
"G2200130","1850","Louisiana","220","Bienville","0130","Bienville","45","130",18015,42559,271252,29986
"G2200150","1850","Louisiana","220","Bossier","0150","Bossier","45","150",40284,114086,770883,37600
"G2200170","1850","Louisiana","220","Caddo","0170","Caddo","45","170",44174,136621,957109,52812
"G2200190","1850","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",18542,20943,127216,30107
"G2200210","1850","Louisiana","220","Caldwell","0210","Caldwell","45","210",12081,16736,211867,40719
"G2200235","1850","Louisiana","220","Carroll","0235","Carroll","45","235",47701,98943,2712882,206747
"G2200250","1850","Louisiana","220","Catahoula","0250","Catahoula","45","250",26077,83265,754406,78370
"G2200270","1850","Louisiana","220","Claiborne","0270","Claiborne","45","270",31971,85039,424670,35903
"G2200290","1850","Louisiana","220","Concordia","0290","Concordia","45","290",50059,109854,2659845,130985
"G2200310","1850","Louisiana","220","De Soto","0310","De Soto","45","310",37520,110566,705400,68370
"G2200330","1850","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",37535,115247,2088891,369995
"G2200370","1850","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",82936,125057,1509337,218461
"G2200410","1850","Louisiana","220","Franklin","0410","Franklin","45","410",14473,41817,337401,38591
"G2200470","1850","Louisiana","220","Iberville","0470","Iberville","45","470",46050,84755,4460650,667750
"G2200490","1850","Louisiana","220","Jackson","0490","Jackson","45","490",18621,47381,304743,31618
"G2200510","1850","Louisiana","220","Jefferson","0510","Jefferson","45","510",22430,35003,1532936,288992
"G2200550","1850","Louisiana","220","Lafayette","0550","Lafayette","45","550",24448,57676,322806,90624
"G2200570","1850","Louisiana","220","Lafourche","0570","Lafourche","45","570",40268,40031,2125070,354304
"G2200630","1850","Louisiana","220","Livingston","0630","Livingston","45","630",9163,64699,217430,29378
"G2200650","1850","Louisiana","220","Madison","0650","Madison","45","650",56619,126032,2666046,258553
"G2200670","1850","Louisiana","220","Morehouse","0670","Morehouse","45","670",15895,26108,316375,52330
"G2200690","1850","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",70784,144939,1400731,288904
"G2200710","1850","Louisiana","220","Orleans","0710","Orleans","45","710",4844,3435,453200,126000
"G2200730","1850","Louisiana","220","Ouachita","0730","Ouachita","45","730",20373,38539,601690,93595
"G2200750","1850","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",39774,96259,4587835,1081315
"G2200770","1850","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",43010,124962,2208130,339647
"G2200790","1850","Louisiana","220","Rapides","0790","Rapides","45","790",69653,124767,2742040,460195
"G2200850","1850","Louisiana","220","Sabine","0850","Sabine","45","850",18254,62429,216738,46185
"G2200870","1850","Louisiana","220","St Bernard","0870","St Bernard","45","870",11435,12273,958650,252393
"G2200890","1850","Louisiana","220","St Charles","0890","St Charles","45","890",20596,66746,1801950,560050
"G2200910","1850","Louisiana","220","St Helena","0910","St Helena","45","910",21913,130180,273340,37429
"G2200930","1850","Louisiana","220","St James","0930","St James","45","930",41905,49164,2505235,590920
"G2200950","1850","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",22285,33412,1703500,663800
"G2200970","1850","Louisiana","220","St Landry","0970","St Landry","45","970",87584,193622,1888950,295798
"G2200990","1850","Louisiana","220","St Martin","0990","St Martin","45","990",35971,150119,1430147,204980
"G2201010","1850","Louisiana","220","St Mary","1010","St Mary","45","1010",43051,166780,4157500,553420
"G2201030","1850","Louisiana","220","St Tammany","1030","St Tammany","45","1030",5824,73076,149190,8699
"G2201070","1850","Louisiana","220","Tensas","1070","Tensas","45","1070",59391,158539,2432734,250783
"G2201090","1850","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",18706,101937,2015145,382794
"G2201110","1850","Louisiana","220","Union","1110","Union","45","1110",45135,73544,477950,44362
"G2201130","1850","Louisiana","220","Vermilion","1130","Vermillion","45","1130",5913,56195,110905,34073
"G2201170","1850","Louisiana","220","Washington","1170","Washington","45","1170",13071,88523,106640,21335
"G2201210","1850","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",25775,41988,1940300,350825
"G2201250","1850","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",76311,109060,3096993,323672
"G2300030","1850","Maine","230","Aroostook","0030","Aroostook","2","30",55097,140523,814526,46817
"G2300050","1850","Maine","230","Cumberland","0050","Cumberland","2","50",250607,202676,8304058,258510
"G2300070","1850","Maine","230","Franklin","0070","Franklin","2","70",154568,143944,2313279,132053
"G2300090","1850","Maine","230","Hancock","0090","Hancock","2","90",74046,140232,1858817,85360
"G2300110","1850","Maine","230","Kennebec","0110","Kennebec","2","110",248637,201511,7110252,299571
"G2300150","1850","Maine","230","Lincoln","0150","Lincoln","2","150",188466,224712,6311672,247265
"G2300170","1850","Maine","230","Oxford","0170","Oxford","2","170",216081,290458,4498116,189406
"G2300190","1850","Maine","230","Penobscot","0190","Penobscot","2","190",158611,250575,3978338,222812
"G2300210","1850","Maine","230","Piscataquis","0210","Piscataquis","2","210",75191,126872,1319405,81885
"G2300250","1850","Maine","230","Somerset","0250","Somerset","2","250",163438,235754,3765994,206355
"G2300270","1850","Maine","230","Waldo","0270","Waldo","2","270",178264,193688,4488326,203931
"G2300290","1850","Maine","230","Washington","0290","Washington","2","290",63590,141367,1749097,72817
"G2300310","1850","Maine","230","York","0310","York","2","310",213000,223485,8349868,237775
"G2400010","1850","Maryland","240","Allegany","0010","Allegany","52","10",72577,144695,2519858,60368
"G2400030","1850","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",222228,126955,6723374,212984
"G2400050","1850","Maryland","240","Baltimore","0050","Baltimore","52","50",173106,119551,10242218,316013
"G2400090","1850","Maryland","240","Calvert","0090","Calvert","52","70",65980,45611,1534050,34938
"G2400110","1850","Maryland","240","Caroline","0110","Caroline","52","90",117300,54801,1105295,32932
"G2400130","1850","Maryland","240","Carroll","0130","Carroll","52","110",153519,65252,5337282,203298
"G2400150","1850","Maryland","240","Cecil","0150","Cecil","52","130",115866,63821,5224556,107184
"G2400170","1850","Maryland","240","Charles","0170","Charles","52","150",126232,115120,2472279,57785
"G2400190","1850","Maryland","240","Dorchester","0190","Dorchester","52","170",112521,113650,2708681,58758
"G2400210","1850","Maryland","240","Frederick","0210","Frederick","52","190",252129,94379,10605814,299921
"G2400250","1850","Maryland","240","Harford","0250","Harford","52","230",123094,86509,4177047,156114
"G2400290","1850","Maryland","240","Kent","0290","Kent","52","270",125310,41103,3047309,92702
"G2400310","1850","Maryland","240","Montgomery","0310","Montgomery","52","290",162815,111122,3084361,134179
"G2400330","1850","Maryland","240","Prince Georges","0330","Prince Georges","52","310",191553,92178,5565751,125656
"G2400350","1850","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",156926,48603,2815713,81545
"G2400370","1850","Maryland","240","St Mary's","0370","St Mary's","52","370",100216,107652,2282336,70125
"G2400390","1850","Maryland","240","Somerset","0390","Somerset","52","350",127626,146434,3140325,65368
"G2400410","1850","Maryland","240","Talbot","0410","Talbot","52","390",114109,55312,3750845,107101
"G2400430","1850","Maryland","240","Washington","0430","Washington","52","410",159851,60878,8419596,182346
"G2400470","1850","Maryland","240","Worcester","0470","Worcester","52","450",124947,142819,2421855,64126
"G2500010","1850","Massachusetts","250","Barnstable","0010","Barnstable","3","10",27786,40556,1216157,62671
"G2500030","1850","Massachusetts","250","Berkshire","0030","Berkshire","3","30",272489,174956,9281688,296238
"G2500050","1850","Massachusetts","250","Bristol","0050","Bristol","3","50",105522,98140,6912205,189377
"G2500070","1850","Massachusetts","250","Dukes","0070","Dukes","3","70",21926,11794,673350,13270
"G2500090","1850","Massachusetts","250","Essex","0090","Essex","3","90",145921,54204,9274438,308554
"G2500110","1850","Massachusetts","250","Franklin","0110","Franklin","3","110",197232,93753,6142811,190470
"G2500130","1850","Massachusetts","250","Hampden","0130","Hampden","3","130",198153,96843,7213335,207388
"G2500150","1850","Massachusetts","250","Hampshire","0150","Hampshire","3","150",211219,86983,7290149,264307
"G2500170","1850","Massachusetts","250","Middlesex","0170","Middlesex","3","170",220203,128111,18859728,558069
"G2500190","1850","Massachusetts","250","Nantucket","0190","Nantucket","3","190",3792,4265,142500,7105
"G2500210","1850","Massachusetts","250","Norfolk","0210","Norfolk","3","210",107884,67444,13419848,328657
"G2500230","1850","Massachusetts","250","Plymouth","0230","Plymouth","3","230",101135,114254,5864917,183525
"G2500250","1850","Massachusetts","250","Suffolk","0250","Suffolk","3","250",3542,190,657900,13345
"G2500270","1850","Massachusetts","250","Worcester","0270","Worcester","3","270",516632,251083,22127322,586608
"G2600050","1850","Michigan","260","Allegan","0050","Allegan","23","50",12380,24965,404860,23640
"G2600150","1850","Michigan","260","Barry","0150","Barry","23","150",25024,64388,637529,29628
"G2600210","1850","Michigan","260","Berrien","0210","Berrien","23","210",34606,58100,1046536,61788
"G2600230","1850","Michigan","260","Branch","0230","Branch","23","230",65324,89119,1634375,79806
"G2600250","1850","Michigan","260","Calhoun","0250","Calhoun","23","250",118963,139722,3032150,130030
"G2600270","1850","Michigan","260","Cass","0270","Cass","23","270",59786,80217,1522550,79531
"G2600330","1850","Michigan","260","Chippewa","0330","Chippewa","23","330",0,0,0,0
"G2600370","1850","Michigan","260","Clinton","0370","Clinton","23","370",22015,50441,558030,32130
"G2600450","1850","Michigan","260","Eaton","0450","Eaton","23","450",27538,55032,717728,45196
"G2600490","1850","Michigan","260","Genesee","0490","Genesee","23","490",58223,95754,1592290,84375
"G2600590","1850","Michigan","260","Hillsdale","0590","Hillsdale","23","590",78582,85618,2049225,119729
"G2600610","1850","Michigan","260","Houghton","0610","Houghton","23","610",0,0,0,0
"G2600630","1850","Michigan","260","Huron","0630","Huron","23","630",0,0,0,0
"G2600650","1850","Michigan","260","Ingham","0650","Ingham","23","650",39110,78879,994235,47218
"G2600670","1850","Michigan","260","Ionia","0670","Ionia","23","670",30120,48261,715420,38707
"G2600750","1850","Michigan","260","Jackson","0750","Jackson","23","750",147859,167322,3521626,157775
"G2600770","1850","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",73200,81782,2056860,141614
"G2600810","1850","Michigan","260","Kent","0810","Kent","23","810",35560,72456,1022431,57891
"G2600870","1850","Michigan","260","Lapeer","0870","Lapeer","23","870",34510,39153,743940,50465
"G2600910","1850","Michigan","260","Lenawee","0910","Lenawee","23","910",138499,137262,4159825,206605
"G2600930","1850","Michigan","260","Livingston","0930","Livingston","23","930",104189,124604,2293470,120691
"G2600990","1850","Michigan","260","Macomb","0990","Macomb","23","990",74905,87694,2213535,104270
"G2601030","1850","Michigan","260","Marquette","1030","Marquette","23","1030",0,0,0,0
"G2601050","1850","Michigan","260","Mason","1050","Mason","23","1050",0,0,0,0
"G2601095","1850","Michigan","260","Michilimackinac","1095","Michilimackinac","23","970",1518,14125,75400,5224
"G2601110","1850","Michigan","260","Midland","1110","Midland","23","1110",207,1281,13575,525
"G2601150","1850","Michigan","260","Monroe","1150","Monroe","23","1150",55993,81207,1584343,116474
"G2601170","1850","Michigan","260","Montcalm","1170","Montcalm","23","1170",1711,3414,34500,2020
"G2601230","1850","Michigan","260","Newaygo","1230","Newaygo","23","1230",746,699,8200,725
"G2601250","1850","Michigan","260","Oakland","1250","Oakland","23","1250",234005,208275,6462699,383229
"G2601270","1850","Michigan","260","Oceana","1270","Oceana","23","1270",0,0,0,0
"G2601310","1850","Michigan","260","Ontonagon","1310","Ontonagon","23","1310",0,0,0,0
"G2601390","1850","Michigan","260","Ottawa","1390","Ottawa","23","1390",4904,19054,191297,9546
"G2601450","1850","Michigan","260","Saginaw","1450","Saginaw","23","1450",2930,7881,104476,5264
"G2601470","1850","Michigan","260","St Clair","1470","St Clair","23","1470",21273,49816,652333,37395
"G2601490","1850","Michigan","260","St Joseph","1490","St Joseph","23","1490",102214,110457,2307782,133119
"G2601510","1850","Michigan","260","Sanilac","1510","Sanilac","23","1510",3932,10454,108750,5183
"G2601530","1850","Michigan","260","Schoolcraft","1530","Schoolcraft","23","1530",0,0,0,0
"G2601550","1850","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",30233,56124,745715,33577
"G2601570","1850","Michigan","260","Tuscola","1570","Tuscola","23","1570",0,0,0,0
"G2601590","1850","Michigan","260","Van Buren","1590","Van Buren","23","1590",21013,36172,509500,41691
"G2601610","1850","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",182510,161948,5038400,351620
"G2601630","1850","Michigan","260","Wayne","1630","Wayne","23","1630",85528,113104,3118861,154690
"G2750015","1850","Minnesota Territory","275","Benton","0015","Benton","33","90",405,4540,34250,2495
"G2750035","1850","Minnesota Territory","275","Dakotah","0035","Dakotah","33","370",0,0,0,0
"G2750055","1850","Minnesota Territory","275","Itasca","0055","Itasca","33","610",100,0,0,200
"G2750095","1850","Minnesota Territory","275","Pembina","0095","Pembina","33","690",77,2068,4400,415
"G2750115","1850","Minnesota Territory","275","Ramsey","0115","Ramsey","33","1230",458,2832,32270,1723
"G2750135","1850","Minnesota Territory","275","Wabasha","0135","Wabasha","33","1570",439,560,8100,1675
"G2750165","1850","Minnesota Territory","275","Wahnahta-Mankahta [multi-county reporting area]","0165","Wahnahta-Mankahta (multi-county reporting area)","33","1605",642,500,5064,1430
"G2750175","1850","Minnesota Territory","275","Washington","0175","Washington","33","1630",2914,13346,77864,8043
"G2800010","1850","Mississippi","280","Adams","0010","Adams","46","10",77675,93766,2231043,196169
"G2800050","1850","Mississippi","280","Amite","0050","Amite","46","50",63585,149544,386191,114261
"G2800070","1850","Mississippi","280","Attala","0070","Attala","46","70",62796,159136,803985,81020
"G2800110","1850","Mississippi","280","Bolivar","0110","Bolivar","46","110",16973,31117,739211,69315
"G2800150","1850","Mississippi","280","Carroll","0150","Carroll","46","150",105886,206111,1559815,165773
"G2800170","1850","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",89550,223615,1316650,145398
"G2800190","1850","Mississippi","280","Choctaw","0190","Choctaw","46","190",58006,167104,505457,79300
"G2800210","1850","Mississippi","280","Claiborne","0210","Claiborne","46","210",96896,152398,1988431,236715
"G2800230","1850","Mississippi","280","Clarke","0230","Clarke","46","230",22919,51092,316980,29682
"G2800270","1850","Mississippi","280","Coahoma","0270","Coahoma","46","270",11478,32415,375940,43119
"G2800290","1850","Mississippi","280","Copiah","0290","Copiah","46","290",69943,180205,874597,111453
"G2800310","1850","Mississippi","280","Covington","0310","Covington","46","310",16765,27011,129523,26506
"G2800330","1850","Mississippi","280","DeSoto","0330","De Soto","46","330",116044,168291,1868637,203757
"G2800370","1850","Mississippi","280","Franklin","0370","Franklin","46","370",39944,77013,451423,101268
"G2800410","1850","Mississippi","280","Greene","0410","Greene","46","410",5316,33272,53715,7930
"G2800450","1850","Mississippi","280","Hancock","0450","Hancock","46","450",3646,33629,84750,7665
"G2800470","1850","Mississippi","280","Harrison","0470","Harrison","46","470",1890,5437,76360,5505
"G2800490","1850","Mississippi","280","Hinds","0490","Hinds","46","490",164457,276966,2169646,246770
"G2800510","1850","Mississippi","280","Holmes","0510","Holmes","46","510",89395,159434,1338681,108455
"G2800550","1850","Mississippi","280","Issaquena","0550","Issaquena","46","550",27631,66559,996405,75683
"G2800570","1850","Mississippi","280","Itawamba","0570","Itawamba","46","570",67980,281979,883983,86402
"G2800590","1850","Mississippi","280","Jackson","0590","Jackson","46","590",4047,69257,263093,14699
"G2800610","1850","Mississippi","280","Jasper","0610","Jasper","46","610",31103,66878,254989,43594
"G2800630","1850","Mississippi","280","Jefferson","0630","Jefferson","46","630",93817,135868,1697377,129671
"G2800670","1850","Mississippi","280","Jones","0670","Jones","46","670",8867,11171,52297,10466
"G2800690","1850","Mississippi","280","Kemper","0690","Kemper","46","690",77385,135175,666005,130132
"G2800710","1850","Mississippi","280","Lafayette","0710","Lafayette","46","710",83326,191626,1172475,170861
"G2800750","1850","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",51386,86714,370431,56258
"G2800770","1850","Mississippi","280","Lawrence","0770","Lawrence","46","770",37017,88392,385941,53239
"G2800790","1850","Mississippi","280","Leake","0790","Leake","46","790",24428,106841,216075,23144
"G2800870","1850","Mississippi","280","Lowndes","0870","Lowndes","46","870",126998,166312,2157430,191530
"G2800890","1850","Mississippi","280","Madison","0890","Madison","46","890",164121,225111,1870440,187753
"G2800910","1850","Mississippi","280","Marion","0910","Marion","46","910",20393,57461,206666,34473
"G2800930","1850","Mississippi","280","Marshall","0930","Marshall","46","930",180980,269581,3362798,331595
"G2800950","1850","Mississippi","280","Monroe","0950","Monroe","46","950",123353,210366,2412851,194838
"G2800990","1850","Mississippi","280","Neshoba","0990","Neshoba","46","990",21637,113587,264954,12451
"G2801010","1850","Mississippi","280","Newton","1010","Newton","46","1010",20987,66218,213780,20775
"G2801030","1850","Mississippi","280","Noxubee","1030","Noxubee","46","1030",123394,176741,1708764,107472
"G2801050","1850","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",58453,88548,689076,72951
"G2801070","1850","Mississippi","280","Panola","1070","Panola","46","1070",73713,124221,1180076,132649
"G2801110","1850","Mississippi","280","Perry","1110","Perry","46","1110",6768,32690,74900,20336
"G2801130","1850","Mississippi","280","Pike","1130","Pike","46","1130",43286,70650,388524,60190
"G2801150","1850","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",77078,163484,1097834,128230
"G2801210","1850","Mississippi","280","Rankin","1210","Rankin","46","1210",37199,101305,564190,55133
"G2801230","1850","Mississippi","280","Scott","1230","Scott","46","1230",14656,32855,147347,18001
"G2801270","1850","Mississippi","280","Simpson","1270","Simpson","46","1270",23152,52147,211988,49327
"G2801290","1850","Mississippi","280","Smith","1290","Smith","46","1290",13348,36105,108502,28782
"G2801330","1850","Mississippi","280","Sunflower","1330","Sunflower","46","1330",5966,22322,200140,14959
"G2801350","1850","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",27372,48462,451190,63399
"G2801390","1850","Mississippi","280","Tippah","1390","Tippah","46","1390",102770,282543,1383250,139485
"G2801410","1850","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",59450,263274,840385,75083
"G2801430","1850","Mississippi","280","Tunica","1430","Tunica","46","1430",6015,24374,267770,14997
"G2801490","1850","Mississippi","280","Warren","1490","Warren","46","1490",78472,134825,1965210,276837
"G2801510","1850","Mississippi","280","Washington","1510","Washington","46","1510",59126,97780,3296875,296830
"G2801530","1850","Mississippi","280","Wayne","1530","Wayne","46","1530",12359,30898,126896,15838
"G2801570","1850","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",96630,149611,1829803,73189
"G2801590","1850","Mississippi","280","Winston","1590","Winston","46","1590",40627,120045,436626,67198
"G2801610","1850","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",98606,248669,1218424,158524
"G2801630","1850","Mississippi","280","Yazoo","1630","Yazoo","46","1630",107298,167860,1831839,145892
"G2900010","1850","Missouri","290","Adair","0010","Adair","34","10",12273,31808,137143,13788
"G2900030","1850","Missouri","290","Andrew","0030","Andrew","34","30",40447,114951,1337583,60749
"G2900050","1850","Missouri","290","Atchison","0050","Atchison","34","50",6477,30204,163595,13216
"G2900070","1850","Missouri","290","Audrain","0070","Audrain","34","70",31731,52767,345030,25674
"G2900090","1850","Missouri","290","Barry","0090","Barry","34","90",11563,14910,154319,18678
"G2900130","1850","Missouri","290","Bates","0130","Bates","34","130",20828,27660,174331,28253
"G2900150","1850","Missouri","290","Benton","0150","Benton","34","150",18940,54823,246688,30262
"G2900190","1850","Missouri","290","Boone","0190","Boone","34","190",104163,182459,1743425,91276
"G2900210","1850","Missouri","290","Buchanan","0210","Buchanan","34","210",56897,133359,2522286,84295
"G2900230","1850","Missouri","290","Butler","0230","Butler","34","230",4950,12094,38365,6400
"G2900250","1850","Missouri","290","Caldwell","0250","Caldwell","34","250",14707,36837,233491,19585
"G2900270","1850","Missouri","290","Callaway","0270","Callaway","34","270",92616,220494,1575450,79844
"G2900290","1850","Missouri","290","Camden","0290","Camden","34","290",20305,34440,240732,24934
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",53356,119222,872874,79556
"G2900330","1850","Missouri","290","Carroll","0330","Carroll","34","330",22437,68299,429974,31249
"G2900370","1850","Missouri","290","Cass","0370","Cass","34","370",34800,85898,518741,39063
"G2900390","1850","Missouri","290","Cedar","0390","Cedar","34","390",13176,22563,162846,16012
"G2900410","1850","Missouri","290","Chariton","0410","Chariton","34","410",34651,94054,702733,47101
"G2900450","1850","Missouri","290","Clark","0450","Clark","34","450",30450,78135,725698,40242
"G2900470","1850","Missouri","290","Clay","0470","Clay","34","470",71905,142661,1927268,106991
"G2900490","1850","Missouri","290","Clinton","0490","Clinton","34","490",26244,85217,800204,34604
"G2900510","1850","Missouri","290","Cole","0510","Cole","34","510",26450,70204,515115,32354
"G2900530","1850","Missouri","290","Cooper","0530","Cooper","34","530",73880,153888,1441056,80015
"G2900550","1850","Missouri","290","Crawford","0550","Crawford","34","550",26912,39564,278175,38492
"G2900570","1850","Missouri","290","Dade","0570","Dade","34","570",21463,36850,218017,34077
"G2900590","1850","Missouri","290","Dallas","0590","Dallas","34","590",16414,17589,154905,16821
"G2900610","1850","Missouri","290","Daviess","0610","Daviess","34","610",17919,64422,324785,21881
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb","34","630",8852,36042,196889,13817
"G2900655","1850","Missouri","290","Dodge","0655","Dodge","34","655",4106,22547,65767,8898
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin","34","690",3062,3975,38455,6000
"G2900710","1850","Missouri","290","Franklin","0710","Franklin","34","710",42674,171269,1018198,55832
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade","34","730",14114,37013,214102,16321
"G2900750","1850","Missouri","290","Gentry","0750","Gentry","34","750",14246,35354,208101,21176
"G2900770","1850","Missouri","290","Greene","0770","Greene","34","770",61124,109613,698745,113772
"G2900790","1850","Missouri","290","Grundy","0790","Grundy","34","790",13639,46295,187653,12605
"G2900810","1850","Missouri","290","Harrison","0810","Harrison","34","810",6447,16999,99176,7384
"G2900830","1850","Missouri","290","Henry","0830","Henry","34","830",24657,67739,296619,27350
"G2900850","1850","Missouri","290","Hickory","0850","Hickory","34","850",6827,21030,101301,10040
"G2900870","1850","Missouri","290","Holt","0870","Holt","34","870",16640,65693,211112,27442
"G2900890","1850","Missouri","290","Howard","0890","Howard","34","890",110880,305810,3446710,223213
"G2900950","1850","Missouri","290","Jackson","0950","Jackson","34","950",49619,129688,1723995,84985
"G2900970","1850","Missouri","290","Jasper","0970","Jasper","34","970",22612,43838,296148,29086
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson","34","990",24160,94924,570920,32517
"G2901010","1850","Missouri","290","Johnson","1010","Johnson","34","1010",41000,105915,752935,53060
"G2901030","1850","Missouri","290","Knox","1030","Knox","34","1030",18845,55118,360002,21427
"G2901050","1850","Missouri","290","Laclede","1050","Laclede","34","1050",10312,12927,143570,11528
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette","34","1070",77504,177241,2540095,114187
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence","34","1090",18239,33072,199455,24624
"G2901110","1850","Missouri","290","Lewis","1110","Lewis","34","1110",37071,73483,727283,50101
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln","34","1130",48444,142854,954011,57893
"G2901150","1850","Missouri","290","Linn","1150","Linn","34","1150",18851,66705,253034,22728
"G2901170","1850","Missouri","290","Livingston","1170","Livingston","34","1170",23488,63054,343790,24659
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald","34","1190",9711,23234,134100,11844
"G2901210","1850","Missouri","290","Macon","1210","Macon","34","1210",33329,79287,358760,38651
"G2901230","1850","Missouri","290","Madison","1230","Madison","34","1230",19955,35089,370767,28687
"G2901270","1850","Missouri","290","Marion","1270","Marion","34","1270",62145,122248,1661153,80680
"G2901290","1850","Missouri","290","Mercer","1290","Mercer","34","1290",10141,18873,118855,13201
"G2901310","1850","Missouri","290","Miller","1310","Miller","34","1310",13434,26308,168061,15580
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi","34","1330",14817,37724,237665,18402
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau","34","1350",33866,86187,457451,35374
"G2901370","1850","Missouri","290","Monroe","1370","Monroe","34","1370",74792,159247,1158495,77929
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery","34","1390",28390,97869,200858,35756
"G2901410","1850","Missouri","290","Morgan","1410","Morgan","34","1410",22622,54799,291197,28694
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid","34","1430",28246,57977,547236,33737
"G2901450","1850","Missouri","290","Newton","1450","Newton","34","1450",14355,19460,170600,17789
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway","34","1470",9576,35639,234428,12100
"G2901490","1850","Missouri","290","Oregon","1490","Oregon","34","1490",3905,1522,39095,4166
"G2901510","1850","Missouri","290","Osage","1510","Osage","34","1510",23324,50232,332387,21899
"G2901530","1850","Missouri","290","Ozark","1530","Ozark","34","1530",7191,1284,74904,7424
"G2901570","1850","Missouri","290","Perry","1570","Perry","34","1570",32806,92910,474460,45820
"G2901590","1850","Missouri","290","Pettis","1590","Pettis","34","1590",49112,91545,692965,38965
"G2901630","1850","Missouri","290","Pike","1630","Pike","34","1630",72672,139549,1399950,83714
"G2901650","1850","Missouri","290","Platte","1650","Platte","34","1650",94446,124752,3738215,189292
"G2901670","1850","Missouri","290","Polk","1670","Polk","34","1670",28565,59367,352391,32271
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski","34","1690",15500,18928,205145,21531
"G2901710","1850","Missouri","290","Putnam","1710","Putnam","34","1710",2005,8724,24360,3434
"G2901730","1850","Missouri","290","Ralls","1730","Ralls","34","1730",40420,83947,735124,48761
"G2901750","1850","Missouri","290","Randolph","1750","Randolph","34","1750",62420,134212,983402,71799
"G2901770","1850","Missouri","290","Ray","1770","Ray","34","1770",46704,127398,1085373,71040
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds","34","1790",4916,3440,72275,6529
"G2901810","1850","Missouri","290","Ripley","1810","Ripley","34","1810",8310,2785,80130,11206
"G2901830","1850","Missouri","290","St Charles","1830","St Charles","34","1830",56371,122558,1587955,121361
"G2901850","1850","Missouri","290","St Clair","1850","St Clair","34","1850",15791,51047,182475,19713
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",18428,59020,288516,22988
"G2901870","1850","Missouri","290","St Francois","1870","St Francois","34","1870",19188,50779,374295,24908
"G2901890","1850","Missouri","290","St Louis","1890","St Louis","34","1890",70983,120774,6001924,141317
"G2901950","1850","Missouri","290","Saline","1950","Saline","34","1950",47033,139916,1176880,57464
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler","34","1970",16121,35828,195654,22165
"G2901990","1850","Missouri","290","Scotland","1990","Scotland","34","1990",23461,57969,374245,28070
"G2902010","1850","Missouri","290","Scott","2010","Scott","34","2010",9977,33200,194300,17591
"G2902030","1850","Missouri","290","Shannon","2030","Shannon","34","2030",3613,167,34577,4536
"G2902050","1850","Missouri","290","Shelby","2050","Shelby","34","2050",22522,63414,436160,33341
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard","34","2070",13124,8829,119691,20475
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan","34","2110",14108,45968,252345,22298
