GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACD001,ACN001,ACZ001,ACZ002,ACZ003,ACZ004,ACZ005,ACZ006,ACZ007,ACZ008,ACZ009,ACZ010,ACZ011,ACZ012,ACZ013,ACZ014,ACZ015,ACZ016,ACZ017,ACZ018,ACZ019,ACZ020,ACZ021,ACZ022,ACZ023,ACZ024
"G4200270","1840","Pennsylvania","420","Centre","0270","Centre","14","270",20492,0,44,52,33,23,8,0,58,28,30,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200290","1840","Pennsylvania","420","Chester","0290","Chester","14","290",57515,0,678,544,474,353,137,1,628,553,381,278,115,1,0,0,0,0,0,0,0,0,0,0,0,0
"G4200330","1840","Pennsylvania","420","Clearfield","0330","Clearfield","14","330",7834,0,8,16,6,3,2,0,3,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200350","1840","Pennsylvania","420","Clinton","0350","Clinton","14","350",8323,0,12,7,8,12,4,0,7,10,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200370","1840","Pennsylvania","420","Columbia","0370","Columbia","14","370",24267,0,7,12,11,4,2,0,13,12,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200390","1840","Pennsylvania","420","Crawford","0390","Crawford","14","390",31724,0,22,17,13,9,2,0,16,17,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200410","1840","Pennsylvania","420","Cumberland","0410","Cumberland","14","410",30953,4351,132,134,116,83,25,2,136,168,114,67,19,0,6,11,0,0,1,0,2,3,0,0,1,0
"G4200430","1840","Pennsylvania","420","Dauphin","0430","Dauphin","14","430",30118,5980,122,118,104,77,28,0,124,146,130,82,24,2,0,0,0,0,0,0,0,0,0,0,0,0
"G4200450","1840","Pennsylvania","420","Delaware","0450","Delaware","14","450",19791,0,209,214,145,99,49,4,173,182,130,101,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200490","1840","Pennsylvania","420","Erie","0490","Erie","14","490",31344,3412,14,25,14,7,2,0,9,9,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200510","1840","Pennsylvania","420","Fayette","0510","Fayette","14","510",33574,0,250,200,100,99,54,2,257,251,118,89,44,0,0,1,0,0,0,0,0,0,0,0,0,0
"G4200550","1840","Pennsylvania","420","Franklin","0550","Franklin","14","550",37793,3239,296,282,191,137,69,4,305,324,222,130,71,2,0,0,0,0,0,0,0,0,0,0,0,0
"G4200590","1840","Pennsylvania","420","Greene","0590","Greene","14","590",19147,0,65,76,31,19,14,0,70,68,28,23,18,1,1,0,0,0,0,0,0,0,0,0,0,0
"G4200610","1840","Pennsylvania","420","Huntingdon","0610","Huntingdon","14","610",35484,0,74,84,51,31,14,0,74,93,47,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200630","1840","Pennsylvania","420","Indiana","0630","Indiana","14","630",20782,0,26,26,19,8,4,0,26,27,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200650","1840","Pennsylvania","420","Jefferson","0650","Jefferson","14","650",7253,0,5,9,5,3,1,0,8,19,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200670","1840","Pennsylvania","420","Juniata","0670","Juniata","14","670",11080,0,15,24,7,11,6,0,19,13,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0
"G4200710","1840","Pennsylvania","420","Lancaster","0710","Lancaster","14","710",84203,11136,452,411,336,234,94,7,461,415,305,200,85,3,0,0,0,0,0,0,0,0,0,0,1,1
"G4200750","1840","Pennsylvania","420","Lebanon","0750","Lebanon","14","750",21872,0,17,10,9,10,4,0,19,11,9,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200770","1840","Pennsylvania","420","Lehigh","0770","Lehigh","14","770",25787,0,8,8,2,2,3,0,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200790","1840","Pennsylvania","420","Luzerne","0790","Luzerne","14","790",44006,0,35,33,14,19,6,0,24,21,22,12,8,0,0,0,0,0,0,0,0,1,0,0,0,0
"G4200810","1840","Pennsylvania","420","Lycoming","0810","Lycoming","14","810",22649,0,51,41,41,38,14,0,63,50,32,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200830","1840","Pennsylvania","420","McKean","0830","Mckean","14","830",2975,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200850","1840","Pennsylvania","420","Mercer","0850","Mercer","14","850",32873,0,54,42,35,30,8,0,65,40,23,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200870","1840","Pennsylvania","420","Mifflin","0870","Mifflin","14","870",13092,0,65,60,57,31,7,0,67,60,51,19,10,0,5,7,0,0,0,0,6,3,0,0,0,0
"G4200890","1840","Pennsylvania","420","Monroe","0890","Monroe","14","890",9879,0,11,8,2,5,2,1,5,7,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200910","1840","Pennsylvania","420","Montgomery","0910","Montgomery","14","910",47241,2937,81,95,72,77,37,0,89,89,72,47,21,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200950","1840","Pennsylvania","420","Northampton","0950","Northampton","14","950",40996,4865,25,28,23,15,1,0,9,30,20,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200970","1840","Pennsylvania","420","Northumberland","0970","Northumberland","14","970",20027,0,11,19,12,9,5,0,21,18,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4200990","1840","Pennsylvania","420","Perry","0990","Perry","14","990",17096,0,30,14,22,10,5,0,25,22,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201010","1840","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",258037,223319,2028,2089,2202,1517,470,10,2169,3315,3280,1983,759,9,0,0,0,0,0,0,0,1,0,1,0,0
"G4201030","1840","Pennsylvania","420","Pike","1030","Pike","14","1030",3832,0,24,24,9,14,3,0,32,14,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201050","1840","Pennsylvania","420","Potter","1050","Potter","14","1050",3371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201070","1840","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",29053,4345,46,52,38,31,10,0,37,53,25,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201110","1840","Pennsylvania","420","Somerset","1110","Somerset","14","1110",19650,0,14,10,9,8,4,0,15,14,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201150","1840","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",21195,0,8,14,13,9,5,0,11,16,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201170","1840","Pennsylvania","420","Tioga","1170","Tioga","14","1170",15498,0,14,5,7,6,2,0,17,2,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201190","1840","Pennsylvania","420","Union","1190","Union","14","1190",22787,0,12,18,7,10,2,0,9,14,8,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0
"G4201210","1840","Pennsylvania","420","Venango","1210","Venango","14","1210",17900,0,6,4,5,2,1,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201230","1840","Pennsylvania","420","Warren","1230","Warren","14","1230",9278,0,6,9,3,4,1,0,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201250","1840","Pennsylvania","420","Washington","1250","Washington","14","1250",41279,0,192,170,99,62,33,1,169,177,120,61,28,1,0,0,0,0,0,0,0,0,0,0,2,0
"G4201270","1840","Pennsylvania","420","Wayne","1270","Wayne","14","1270",11848,0,7,5,3,5,0,0,5,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4201290","1840","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",42699,0,49,69,24,24,11,0,26,40,20,19,7,1,0,0,0,0,0,0,0,0,0,0,1,0
"G4201330","1840","Pennsylvania","420","York","1330","York","14","1330",47010,4779,154,159,72,71,40,0,131,152,95,70,23,6,0,0,0,0,0,0,0,0,0,0,1,0
"G4400010","1840","Rhode Island","440","Bristol","0010","Bristol","5","10",6476,0,23,33,28,20,11,0,37,25,24,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4400030","1840","Rhode Island","440","Kent","0030","Kent","5","30",13083,6726,39,40,33,21,14,0,28,53,36,21,25,0,0,0,0,0,1,0,0,0,0,0,1,0
"G4400050","1840","Rhode Island","440","Newport","0050","Newport","5","50",16874,8333,52,82,46,23,23,0,40,95,83,69,65,1,0,0,0,0,0,0,0,0,0,0,2,0
"G4400070","1840","Rhode Island","440","Providence","0070","Providence","5","70",58073,32603,171,158,178,141,33,0,153,245,229,197,88,0,0,0,0,0,0,0,0,0,0,1,0,0
"G4400090","1840","Rhode Island","440","Washington","0090","Washington","5","90",14324,0,70,75,34,37,28,0,60,71,53,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4500010","1840","South Carolina","450","Abbeville","0010","Abbeville","48","10",29351,0,46,41,28,18,15,1,62,62,20,23,7,0,2817,2288,1209,827,287,6,2823,2422,1346,861,258,4
"G4500070","1840","South Carolina","450","Anderson","0070","Anderson","48","70",18493,0,11,10,6,6,5,0,6,8,2,4,5,0,1087,898,415,290,93,0,1146,889,477,304,84,0
"G4500110","1840","South Carolina","450","Barnwell","0110","Barnwell","48","110",21471,0,82,50,34,28,13,0,93,60,37,24,14,0,1833,1517,931,645,247,5,1828,1584,1000,701,210,2
"G4500130","1840","South Carolina","450","Beaufort","0130","Beaufort","48","130",35794,0,68,51,57,45,8,1,85,49,50,42,6,0,4211,3912,3040,2031,952,34,4764,4416,3537,1939,830,16
"G4500190","1840","South Carolina","450","Charleston","0190","Charleston","48","190",82661,29261,548,333,280,123,58,1,529,533,465,209,118,4,7290,7064,6611,4194,2276,10,8021,7864,7691,5100,2404,14
"G4500230","1840","South Carolina","450","Chester","0230","Chester","48","230",17747,0,18,22,8,8,13,1,25,18,5,7,11,0,1443,1274,542,393,97,1,1438,1281,688,447,116,2
"G4500250","1840","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",8574,0,32,22,14,9,11,0,26,21,11,12,8,0,493,447,256,172,72,2,485,423,261,181,79,0
"G4500290","1840","South Carolina","450","Colleton","0290","Colleton","48","290",25548,0,82,68,23,24,8,0,86,64,35,29,9,0,2824,2459,1826,1520,722,10,2800,2473,2230,1616,761,5
"G4500310","1840","South Carolina","450","Darlington","0310","Darlington","48","310",14822,0,17,11,12,3,5,0,15,14,5,6,5,0,1308,1105,623,443,187,1,1430,1122,675,478,188,0
"G4500370","1840","South Carolina","450","Edgefield","0370","Edgefield","48","370",32852,0,53,45,26,12,19,0,39,42,14,20,24,0,3089,2721,1535,1013,370,4,3145,2664,1621,1040,332,4
"G4500390","1840","South Carolina","450","Fairfield","0390","Fairfield","48","390",20165,0,16,16,2,4,1,0,12,10,4,6,2,0,2298,1940,1036,632,182,14,2235,2048,1294,682,143,1
"G4500430","1840","South Carolina","450","Georgetown","0430","Georgetown","48","430",18274,0,27,21,19,10,9,0,32,22,17,11,20,0,1979,1536,1952,1548,554,11,2429,1580,2166,1728,504,6
"G4500450","1840","South Carolina","450","Greenville","0450","Greenville","48","450",17839,0,8,7,2,1,5,0,5,6,3,2,4,0,1016,822,409,263,76,1,1015,902,429,273,99,0
"G4500510","1840","South Carolina","450","Horry","0510","Horry","48","510",5755,0,11,6,2,2,1,1,3,1,0,0,0,0,274,243,120,82,35,0,303,233,133,105,45,1
"G4500550","1840","South Carolina","450","Kershaw","0550","Kershaw","48","550",12281,0,42,51,17,8,9,0,38,39,17,18,11,0,1200,1126,755,575,242,1,1331,1187,830,592,200,4
"G4500570","1840","South Carolina","450","Lancaster","0570","Lancaster","48","570",9907,0,23,15,10,2,0,2,25,11,12,4,3,0,812,710,317,234,37,3,771,660,405,226,57,3
"G4500590","1840","South Carolina","450","Laurens","0590","Laurens","48","590",21584,0,15,16,5,5,11,3,8,17,5,11,4,1,1737,1418,725,438,141,4,1624,1477,741,461,143,2
"G4500630","1840","South Carolina","450","Lexington","0630","Lexington","48","630",12111,0,0,8,2,0,1,0,5,4,3,1,1,0,812,740,372,263,97,1,832,741,442,288,97,0
"G4500670","1840","South Carolina","450","Marion","0670","Marion","48","670",13932,0,14,16,5,6,2,0,16,17,6,4,2,0,953,858,411,248,97,0,979,865,446,280,113,1
"G4500690","1840","South Carolina","450","Marlboro","0690","Marlboro","48","690",8408,0,15,18,4,4,6,0,17,15,9,5,9,0,754,615,334,277,96,0,735,599,394,216,97,1
"G4500710","1840","South Carolina","450","Newberry","0710","Newberry","48","710",18350,0,41,24,16,11,12,0,38,44,21,18,13,0,1817,1542,823,502,124,2,1871,1520,993,585,123,2
"G4500750","1840","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",18519,0,48,50,18,13,7,0,39,48,15,19,7,0,2047,1791,1086,702,302,1,2087,1849,1133,700,236,0
"G4500770","1840","South Carolina","450","Pickens","0770","Pickens","48","770",14356,0,16,27,3,1,2,2,15,10,7,9,1,0,514,467,177,120,50,0,537,467,219,125,37,2
"G4500790","1840","South Carolina","450","Richland","0790","Richland","48","790",16397,4340,66,61,39,24,9,0,62,63,42,23,18,0,1559,1536,1146,768,321,0,1557,1545,1185,761,284,2
"G4500830","1840","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",23669,0,14,7,2,6,3,0,7,8,5,3,3,0,1096,892,458,294,80,1,1028,935,510,289,104,0
"G4500850","1840","South Carolina","450","Sumter","0850","Sumter","48","850",27892,0,53,62,28,17,20,0,56,60,25,25,25,2,3181,2855,1478,1133,523,6,3281,2972,1698,1190,552,6
"G4500870","1840","South Carolina","450","Union","0870","Union","48","870",18936,0,15,25,6,3,3,0,19,11,10,4,1,0,1570,1256,701,407,133,2,1483,1394,839,436,129,4
"G4500890","1840","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",10327,0,4,5,0,2,2,0,8,1,2,3,5,0,1367,1041,484,385,157,1,1326,1061,578,414,153,1
"G4500910","1840","South Carolina","450","York","0910","York","48","910",18383,0,18,17,9,10,4,0,21,14,11,3,2,0,1261,1064,601,352,100,4,1223,1078,628,385,128,1
"G4700010","1840","Tennessee","470","Anderson","0010","Anderson","54","10",5658,0,1,1,3,1,0,0,3,4,1,0,1,0,85,67,33,24,8,0,63,68,44,22,10,1
"G4700030","1840","Tennessee","470","Bedford","0030","Bedford","54","30",20546,0,9,8,2,7,1,0,9,12,4,5,2,0,862,702,315,164,75,0,814,732,364,186,81,0
"G4700050","1840","Tennessee","470","Benton","0050","Benton","54","50",4772,0,0,0,1,1,0,0,1,1,1,2,1,0,43,39,12,13,1,0,57,46,23,9,4,0
"G4700070","1840","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",5676,0,31,19,6,10,0,0,23,16,9,10,4,0,106,101,47,19,5,0,95,88,56,14,7,0
"G4700090","1840","Tennessee","470","Blount","0090","Blount","54","90",11745,0,39,19,9,10,4,0,21,17,6,6,5,0,164,171,77,34,8,0,182,165,70,56,18,0
"G4700110","1840","Tennessee","470","Bradley","0110","Bradley","54","110",7385,0,0,0,0,1,2,0,6,2,1,0,1,0,76,81,27,12,4,0,59,80,36,20,6,0
"G4700130","1840","Tennessee","470","Campbell","0130","Campbell","54","130",6149,0,11,9,2,2,2,1,9,10,4,1,3,0,49,47,13,18,0,0,48,47,21,18,3,0
"G4700150","1840","Tennessee","470","Cannon","0150","Cannon","54","150",7193,0,2,3,1,0,0,0,4,3,4,0,0,0,107,98,54,22,10,0,126,112,44,37,8,0
"G4700170","1840","Tennessee","470","Carroll","0170","Carroll","54","170",12362,0,6,8,1,2,1,0,4,3,2,3,0,0,426,383,139,84,27,0,438,408,166,120,27,0
"G4700190","1840","Tennessee","470","Carter","0190","Carter","54","190",5372,0,5,6,0,3,0,0,3,2,0,2,1,0,56,63,23,24,13,0,64,43,30,25,11,0
"G4700250","1840","Tennessee","470","Claiborne","0250","Claiborne","54","250",9474,0,7,17,7,8,4,0,13,17,4,6,2,0,127,119,36,23,10,0,112,98,60,24,15,0
"G4700290","1840","Tennessee","470","Cocke","0290","Cocke","54","290",6992,0,26,27,6,12,10,0,30,21,7,13,7,0,115,97,42,44,8,1,100,124,58,29,16,0
"G4700310","1840","Tennessee","470","Coffee","0310","Coffee","54","310",8184,0,8,3,0,1,0,0,3,2,2,1,2,0,206,163,77,41,22,0,210,211,96,55,24,0
"G4700370","1840","Tennessee","470","Davidson","0370","Davidson","54","370",30509,6929,103,96,57,63,38,0,90,94,63,60,38,2,2091,1954,1189,750,242,1,2066,1962,1203,687,200,3
"G4700410","1840","Tennessee","470","DeKalb","0410","De Kalb","54","410",5868,0,1,3,1,0,1,0,2,0,1,0,2,0,89,58,41,16,7,2,96,88,33,23,6,0
"G4700430","1840","Tennessee","470","Dickson","0430","Dickson","54","430",7074,0,4,5,3,0,1,0,0,3,0,1,0,0,301,239,182,110,47,0,312,239,126,98,33,0
"G4700450","1840","Tennessee","470","Dyer","0450","Dyer","54","450",4484,0,3,3,0,0,0,0,3,3,1,2,0,0,225,155,66,52,19,1,204,185,73,49,13,0
"G4700470","1840","Tennessee","470","Fayette","0470","Fayette","54","470",21501,0,7,3,7,3,2,0,11,2,5,2,1,0,1925,1817,1046,531,138,1,1991,1790,1000,527,119,0
"G4700490","1840","Tennessee","470","Fentress","0490","Fentress","54","490",3550,0,0,0,1,0,0,0,3,0,0,1,0,0,15,22,5,2,0,0,14,12,6,3,1,0
"G4700510","1840","Tennessee","470","Franklin","0510","Franklin","54","510",12033,0,1,2,2,1,1,0,2,2,1,0,1,0,617,477,240,156,40,1,604,477,262,167,44,0
"G4700530","1840","Tennessee","470","Gibson","0530","Gibson","54","530",13689,0,23,14,8,6,4,0,22,15,8,6,2,0,600,508,216,104,35,0,584,538,213,135,36,0
"G4700550","1840","Tennessee","470","Giles","0550","Giles","54","550",21494,0,5,1,3,6,5,1,4,2,5,2,5,0,1393,1128,543,340,108,0,1319,1128,580,388,102,1
"G4700570","1840","Tennessee","470","Grainger","0570","Grainger","54","570",10572,0,18,23,6,7,7,0,27,20,15,4,7,0,152,166,84,46,20,0,140,162,58,62,25,2
"G4700590","1840","Tennessee","470","Greene","0590","Greene","54","590",16076,0,28,14,13,12,7,0,22,15,17,12,11,0,170,192,77,41,17,0,183,162,86,60,18,0
"G4700650","1840","Tennessee","470","Hamilton","0650","Hamilton","54","650",8175,0,22,17,6,5,5,0,8,9,14,2,5,0,122,109,43,18,3,0,104,108,57,17,3,0
"G4700690","1840","Tennessee","470","Hardeman","0690","Hardeman","54","690",14563,0,7,1,0,3,3,0,12,6,2,3,2,0,1045,947,449,263,87,0,984,889,471,236,62,0
"G4700710","1840","Tennessee","470","Hardin","0710","Hardin","54","710",8245,0,6,6,1,4,2,0,2,4,1,3,3,0,162,140,59,38,8,0,148,165,61,35,10,0
"G4700730","1840","Tennessee","470","Hawkins","0730","Hawkins","54","730",15035,0,18,11,8,12,10,0,18,20,9,7,15,0,257,258,103,78,30,0,274,263,107,96,33,0
"G4700750","1840","Tennessee","470","Haywood","0750","Haywood","54","750",13870,0,4,5,0,5,0,0,9,6,3,4,2,0,1097,1068,565,328,79,0,1089,1065,545,327,93,1
"G4700770","1840","Tennessee","470","Henderson","0770","Henderson","54","770",11875,0,3,0,2,0,0,0,1,0,2,0,2,0,408,331,134,64,18,0,384,369,149,79,18,0
"G4700790","1840","Tennessee","470","Henry","0790","Henry","54","790",14906,0,0,1,1,5,3,0,1,0,2,0,2,0,658,677,284,150,44,0,731,653,280,157,42,1
"G4700810","1840","Tennessee","470","Hickman","0810","Hickman","54","810",8618,0,4,0,2,3,1,0,2,2,1,1,3,0,256,240,82,54,9,0,277,256,115,71,19,0
"G4700850","1840","Tennessee","470","Humphreys","0850","Humphreys","54","850",5195,0,0,1,1,0,1,0,2,1,1,0,1,0,141,110,43,27,5,0,165,129,71,32,16,0
"G4700870","1840","Tennessee","470","Jackson","0870","Jackson","54","870",12872,0,23,14,12,6,9,0,11,13,7,8,7,0,236,212,84,45,14,0,227,217,96,76,19,0
"G4700890","1840","Tennessee","470","Jefferson","0890","Jefferson","54","890",12076,0,25,15,5,9,9,0,24,18,7,8,12,0,241,211,79,55,21,0,249,221,113,63,29,0
"G4700910","1840","Tennessee","470","Johnson","0910","Johnson","54","910",2658,0,1,1,0,0,0,0,2,0,0,0,0,0,24,25,15,7,7,0,27,29,15,9,3,0
"G4700930","1840","Tennessee","470","Knox","0930","Knox","54","930",15485,0,22,16,18,15,9,0,29,19,22,14,9,0,365,307,153,101,36,1,309,325,165,125,47,0
"G4700970","1840","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",3435,0,1,0,1,0,0,0,0,0,0,0,0,0,172,163,76,42,15,2,194,182,101,46,17,0
"G4700990","1840","Tennessee","470","Lawrence","0990","Lawrence","54","990",7121,0,4,1,0,1,0,2,3,3,0,2,0,0,150,113,47,26,10,0,133,143,54,40,19,0
"G4701030","1840","Tennessee","470","Lincoln","1030","Lincoln","54","1030",21493,0,5,14,5,1,3,0,14,7,1,3,2,0,814,669,327,172,54,0,882,699,355,185,64,0
"G4701070","1840","Tennessee","470","McMinn","1070","Mcminn","54","1070",12719,0,3,1,2,3,5,0,4,1,1,5,3,0,205,230,83,48,12,1,239,215,112,73,23,0
"G4701090","1840","Tennessee","470","McNairy","1090","Mcnairy","54","1090",9385,0,4,4,1,2,3,0,7,9,0,3,0,0,142,145,38,26,13,0,140,162,58,31,8,0
"G4701130","1840","Tennessee","470","Madison","1130","Madison","54","1130",16530,0,7,2,0,4,3,0,7,6,6,1,1,0,1161,974,506,271,90,2,1160,999,552,278,78,2
"G4701150","1840","Tennessee","470","Marion","1150","Marion","54","1150",6070,0,2,5,3,1,2,0,1,4,1,2,1,0,91,60,19,15,4,0,63,71,38,20,9,0
"G4701170","1840","Tennessee","470","Marshall","1170","Marshall","54","1170",14555,0,1,2,2,1,1,0,1,1,0,2,1,0,613,527,237,120,29,0,606,483,250,157,53,0
"G4701190","1840","Tennessee","470","Maury","1190","Maury","54","1190",28186,0,11,16,3,12,5,1,9,12,9,7,9,0,2111,1864,839,518,144,1,2101,1752,963,533,172,4
"G4701210","1840","Tennessee","470","Meigs","1210","Meigs","54","1210",4794,0,2,0,1,0,2,0,1,2,2,1,1,0,43,56,22,14,4,0,53,50,19,19,4,0
"G4701230","1840","Tennessee","470","Monroe","1230","Monroe","54","1230",12056,0,14,7,4,2,5,0,14,7,8,1,5,0,176,171,63,28,14,0,141,131,78,45,17,0
"G4701250","1840","Tennessee","470","Montgomery","1250","Montgomery","54","1250",16927,0,14,19,5,5,10,1,11,18,6,8,9,0,1211,1214,674,463,124,2,1246,1031,579,386,129,0
"G4701290","1840","Tennessee","470","Morgan","1290","Morgan","54","1290",2660,0,5,8,1,4,0,0,13,7,2,2,0,0,19,8,8,4,0,0,12,17,10,5,1,0
"G4701310","1840","Tennessee","470","Obion","1310","Obion","54","1310",4814,0,2,0,1,0,0,0,4,0,1,0,0,0,105,99,61,33,8,0,100,108,45,21,7,0
"G4701330","1840","Tennessee","470","Overton","1330","Overton","54","1330",9279,0,8,12,3,3,3,0,8,6,4,5,4,0,181,151,64,39,15,0,167,130,79,45,17,1
"G4701350","1840","Tennessee","470","Perry","1350","Perry","54","1350",7419,0,3,0,1,1,0,0,1,1,1,0,0,0,117,127,81,29,8,0,134,93,71,32,6,0
"G4701390","1840","Tennessee","470","Polk","1390","Polk","54","1390",3570,0,7,1,2,1,0,0,2,4,0,0,0,0,57,74,18,14,4,0,55,43,23,14,2,0
"G4701430","1840","Tennessee","470","Rhea","1430","Rhea","54","1430",3985,0,6,3,2,2,0,0,6,2,1,4,2,0,66,62,36,11,3,0,81,63,29,18,7,1
"G4701450","1840","Tennessee","470","Roane","1450","Roane","54","1450",10948,0,12,16,1,6,3,0,6,4,3,8,1,0,269,193,101,63,18,0,240,200,104,72,37,1
"G4701470","1840","Tennessee","470","Robertson","1470","Robertson","54","1470",13801,0,11,2,2,1,1,0,5,6,5,0,1,0,714,676,296,179,63,0,695,614,305,175,71,2
"G4701490","1840","Tennessee","470","Rutherford","1490","Rutherford","54","1490",24280,0,27,28,11,8,10,0,29,22,10,10,10,1,1674,1529,712,407,149,1,1712,1481,830,420,157,0
"G4701550","1840","Tennessee","470","Sevier","1550","Sevier","54","1550",6442,0,3,6,4,1,2,0,11,3,3,5,2,0,59,67,28,19,9,0,61,57,25,18,11,0
"G4701570","1840","Tennessee","470","Shelby","1570","Shelby","54","1570",14721,0,18,8,11,8,0,0,9,6,9,3,1,0,1212,1206,720,346,83,4,1186,1165,695,332,91,3
"G4701590","1840","Tennessee","470","Smith","1590","Smith","54","1590",21179,0,32,14,13,6,11,0,22,37,12,9,8,0,841,771,320,187,62,1,846,705,350,236,68,1
"G4701610","1840","Tennessee","470","Stewart","1610","Stewart","54","1610",8587,0,30,24,11,8,6,0,21,28,13,7,5,0,311,429,352,180,33,0,320,258,143,68,22,1
"G4701630","1840","Tennessee","470","Sullivan","1630","Sullivan","54","1630",10736,0,41,27,8,13,7,0,30,29,15,16,9,0,177,195,101,56,18,0,164,171,80,49,26,0
"G4701650","1840","Tennessee","470","Sumner","1650","Sumner","54","1650",22445,0,50,47,13,14,20,0,47,39,15,12,11,0,1405,1183,617,353,110,3,1312,1213,594,374,121,1
"G4701670","1840","Tennessee","470","Tipton","1670","Tipton","54","1670",6800,0,6,8,1,3,0,0,3,3,3,2,2,0,561,545,272,170,63,1,557,488,287,147,40,1
"G4701770","1840","Tennessee","470","Warren","1770","Warren","54","1770",10803,0,16,11,4,4,1,0,21,15,5,5,2,4,278,228,91,41,26,2,242,249,112,57,22,1
"G4701790","1840","Tennessee","470","Washington","1790","Washington","54","1790",11751,0,46,27,21,11,12,0,38,18,29,21,13,0,165,165,83,50,10,0,141,133,89,62,17,0
"G4701810","1840","Tennessee","470","Wayne","1810","Wayne","54","1810",7705,0,5,1,4,1,2,0,2,5,3,1,1,0,116,89,47,18,3,0,81,99,49,24,3,0
"G4701830","1840","Tennessee","470","Weakley","1830","Weakley","54","1830",9870,0,0,0,1,1,0,0,0,0,0,0,0,0,349,319,124,67,31,0,333,328,158,61,26,0
"G4701850","1840","Tennessee","470","White","1850","White","54","1850",10747,0,41,26,9,3,12,0,30,26,11,8,7,1,168,148,83,34,17,0,156,182,74,53,18,0
"G4701870","1840","Tennessee","470","Williamson","1870","Williamson","54","1870",27006,0,21,7,5,14,9,0,18,10,13,9,8,0,2200,1844,817,507,173,0,2178,1863,938,550,180,1
"G4701890","1840","Tennessee","470","Wilson","1890","Wilson","54","1890",24460,0,42,53,21,11,14,0,47,37,21,16,7,0,1170,1107,428,217,73,1,1125,1124,433,238,68,4
"G5000010","1840","Vermont","500","Addison","0010","Addison","6","10",23583,0,20,5,12,12,4,1,13,13,14,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000030","1840","Vermont","500","Bennington","0030","Bennington","6","30",16872,0,13,18,11,7,6,0,9,17,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000050","1840","Vermont","500","Caledonia","0050","Caledonia","6","50",21891,0,0,2,0,1,0,0,2,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5000070","1840","Vermont","500","Chittenden","0070","Chittenden","6","70",22977,0,12,10,6,6,5,0,12,7,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
